pitch,vel,dur,db(lab),db(audi),duration(lab),duration(audi),db(lab) - db(audi),dur(lab) - dur(audi)
45,65,0.1,77.077965,72.092865,0.5,0.32,4.9851,0.18
46,65,0.1,74.56899,71.21797,0.34,0.29,3.35102,0.05
47,65,0.1,72.41617,73.51454,0.34,0.31,-1.09837,0.03
48,65,0.1,70.907196,74.27724,0.34,0.27,-3.370044,0.07
49,65,0.1,75.84584,75.48569,0.39,0.31,0.36015,0.08
50,65,0.1,72.988815,75.57949,0.33,0.29,-2.590675,0.04
51,65,0.1,80.389145,75.80652,0.4,0.29,4.582625,0.11
52,65,0.1,81.25967,78.13357,0.42,0.33,3.1261,0.09
53,65,0.1,82.51834,75.091675,0.35,0.24,7.426665,0.11
54,65,0.1,78.69035,74.96104,0.37,0.31,3.72931,0.06
55,65,0.1,80.50624,74.30217,0.42,0.31,6.20407,0.11
56,65,0.1,77.7686,72.87193,0.35,0.32,4.89667,0.03
57,65,0.1,76.16394,74.65401,0.29,0.22,1.50993,0.07
58,65,0.1,72.2884,74.37267,0.39,0.28,-2.08427,0.11
59,65,0.1,70.266266,72.431244,0.36,0.25,-2.164978,0.11
60,65,0.1,71.6366,71.78075,0.3,0.32,-0.14415,-0.02
61,65,0.1,77.20159,73.574905,0.38,0.27,3.626685,0.11
62,65,0.1,75.58783,71.32031,0.36,0.27,4.26752,0.09
63,65,0.1,77.26401,69.34214,0.44,0.25,7.92187,0.19
64,65,0.1,76.78535,67.38956,0.31,0.22,9.39579,0.09
65,65,0.1,74.611855,69.59499,0.35,0.28,5.016865,0.07
66,65,0.1,72.188286,74.76245,0.34,0.35,-2.574164,-0.01
67,65,0.1,74.88919,69.47347,0.31,0.35,5.41572,-0.04
68,65,0.1,75.64002,61.866814,0.32,0.22,13.773206,0.1
69,65,0.1,70.18462,68.7697,0.33,0.28,1.41492,0.05
70,65,0.1,70.109924,67.94289,0.32,0.24,2.167034,0.08
71,65,0.1,72.94899,72.15796,0.3,0.17,0.79103,0.13
72,65,0.1,76.0307,72.424866,0.37,0.32,3.605834,0.05
73,65,0.1,78.44106,72.422806,0.31,0.29,6.018254,0.02
74,65,0.1,76.85605,71.55719,0.37,0.28,5.29886,0.09
75,65,0.1,72.82408,75.01178,0.32,0.36,-2.1877,-0.04
76,65,0.1,68.37195,70.31127,0.33,0.3,-1.93932,0.03
77,65,0.1,71.05107,71.2746,0.34,0.25,-0.22353,0.09
78,65,0.1,68.714035,75.84801,0.32,0.18,-7.133975,0.14
79,65,0.1,66.73687,70.86296,0.33,0.27,-4.12609,0.06
80,65,0.1,71.551605,68.50853,0.32,0.28,3.043075,0.04
81,65,0.1,71.27602,71.8177,0.34,0.14,-0.54168,0.2
82,65,0.1,70.25339,74.54222,0.27,0.24,-4.28883,0.03
83,65,0.1,66.10608,73.98625,0.29,0.3,-7.88017,-0.01
84,65,0.1,62.86049,63.913063,0.11,0.31,-1.052573,-0.2
85,65,0.1,62.468636,72.44549,0.11,0.29,-9.976854,-0.18
86,65,0.1,59.32429,68.17502,0.11,0.2,-8.85073,-0.09
87,65,0.1,59.491234,67.54778,0.11,0.23,-8.056546,-0.12
88,65,0.1,64.6124,65.908424,0.11,0.19,-1.296024,-0.08
89,65,0.1,64.6765,66.059105,0.11,0.29,-1.382605,-0.18
90,65,0.1,59.98413,69.86859,0.11,0.29,-9.88446,-0.18
91,65,0.1,64.43304,64.75207,0.11,0.29,-0.31903,-0.18
92,65,0.1,60.848167,70.647316,0.11,0.75,-9.799149,-0.64
93,65,0.1,60.16995,65.06972,0.11,0.31,-4.89977,-0.2
94,65,0.1,59.48012,64.49999,0.11,0.14,-5.01987,-0.03
95,65,0.1,60.975777,63.5363,0.11,0.15,-2.560523,-0.04
96,65,0.1,60.262535,68.039536,0.11,0.11,-7.777001,0
97,65,0.1,61.25058,66.61293,0.11,0.16,-5.36235,-0.05
98,65,0.1,62.199223,64.42383,0.11,0.24,-2.224607,-0.13
99,65,0.1,62.150536,64.59105,0.11,0.14,-2.440514,-0.03
100,65,0.1,64.17905,62.320473,0.11,0.11,1.858577,0
101,65,0.1,61.413555,63.5779,0.11,0.11,-2.164345,0
102,65,0.1,65.05815,63.23963,0.11,0.11,1.81852,0
103,65,0.1,61.906845,62.21523,0.11,0.14,-0.308385,-0.03
104,65,0.1,62.888584,61.65503,0.11,0.13,1.233554,-0.02
105,65,0.1,60.65422,65.61211,0.11,0.14,-4.95789,-0.03
106,65,0.1,62.366333,60.983574,0.11,0.11,1.382759,0
107,65,0.1,60.253937,62.977325,0.11,0.11,-2.723388,0
108,65,0.1,63.8043,63.27074,0.11,0.11,0.53356,0
21,65,0.3,74.005,72.04419,0.88,0.59,1.96081,0.29
22,65,0.3,72.371925,72.29231,0.93,0.54,0.079615,0.39
23,65,0.3,72.693504,73.55342,0.84,0.57,-0.859916,0.27
24,65,0.3,75.01613,71.90001,0.72,0.55,3.11612,0.17
25,65,0.3,74.47477,72.539505,0.69,0.52,1.935265,0.17
26,65,0.3,72.386,68.83917,0.69,0.54,3.54683,0.15
27,65,0.3,71.815025,73.15164,0.69,0.52,-1.336615,0.17
28,65,0.3,73.274124,73.11894,0.84,0.56,0.155184,0.28
29,65,0.3,73.14326,71.87932,0.86,0.55,1.26394,0.31
30,65,0.3,73.2283,74.95627,0.83,0.54,-1.72797,0.29
31,65,0.3,75.0793,74.53908,0.72,0.53,0.54022,0.19
32,65,0.3,74.2601,75.85951,0.64,0.54,-1.59941,0.1
33,65,0.3,76.170006,75.17619,0.82,0.49,0.993816,0.33
34,65,0.3,77.17421,73.97779,0.79,0.54,3.19642,0.25
35,65,0.3,73.983025,74.16182,0.65,0.5,-0.178795,0.15
36,65,0.3,74.394844,74.02075,0.72,0.52,0.374094,0.2
37,65,0.3,74.68052,75.84396,0.56,0.53,-1.16344,0.03
38,65,0.3,73.75203,71.90157,0.66,0.51,1.85046,0.15
39,65,0.3,73.172806,72.54924,0.61,0.49,0.623566,0.12
40,65,0.3,77.25341,71.23221,0.64,0.5,6.0212,0.14
41,65,0.3,76.63898,74.75757,0.8,0.47,1.88141,0.33
42,65,0.3,71.73045,73.964905,0.85,0.49,-2.234455,0.36
43,65,0.3,77.26374,74.26723,0.65,0.45,2.99651,0.2
44,65,0.3,73.47472,76.518616,0.58,0.46,-3.043896,0.12
45,65,0.3,77.14853,71.81568,0.66,0.45,5.33285,0.21
46,65,0.3,74.658295,70.88009,0.53,0.45,3.778205,0.08
47,65,0.3,72.25814,73.53558,0.54,0.5,-1.27744,0.04
48,65,0.3,71.44606,73.7163,0.51,0.47,-2.27024,0.04
49,65,0.3,75.47392,75.03744,0.55,0.43,0.43648,0.12
50,65,0.3,74.13105,75.8242,0.49,0.46,-1.69315,0.03
51,65,0.3,80.47465,75.90814,0.75,0.44,4.56651,0.31
52,65,0.3,81.00734,78.34837,0.62,0.46,2.65897,0.16
53,65,0.3,82.63768,74.2882,0.53,0.43,8.34948,0.1
54,65,0.3,78.589874,74.621445,0.48,0.5,3.968429,-0.02
55,65,0.3,80.32172,74.323166,0.6,0.48,5.998554,0.12
56,65,0.3,78.00573,73.13792,0.48,0.42,4.86781,0.06
57,65,0.3,76.36492,74.18969,0.49,0.42,2.17523,0.07
58,65,0.3,72.299805,74.14539,0.47,0.45,-1.845585,0.02
59,65,0.3,70.329475,71.704315,0.53,0.44,-1.37484,0.09
60,65,0.3,72.28538,71.89475,0.47,0.38,0.39063,0.09
61,65,0.3,77.078735,73.27298,0.57,0.38,3.805755,0.19
62,65,0.3,75.43069,71.56157,0.55,0.47,3.86912,0.08
63,65,0.3,77.215454,69.388794,0.62,0.41,7.82666,0.21
64,65,0.3,77.08419,67.80521,0.48,0.33,9.27898,0.15
65,65,0.3,74.20165,66.87665,0.51,0.37,7.325,0.14
66,65,0.3,72.11545,74.67817,0.49,0.49,-2.56272,0
67,65,0.3,76.77029,69.43555,0.5,0.44,7.33474,0.06
68,65,0.3,75.366516,61.747276,0.5,0.32,13.61924,0.18
69,65,0.3,70.631165,68.972626,0.47,0.43,1.658539,0.04
70,65,0.3,68.10107,67.65815,0.51,0.41,0.44292,0.1
71,65,0.3,72.98231,72.19722,0.49,0.36,0.78509,0.13
72,65,0.3,76.25483,72.183205,0.55,0.35,4.071625,0.2
73,65,0.3,79.06404,72.61153,0.46,0.41,6.45251,0.05
74,65,0.3,78.24032,70.92054,0.48,0.46,7.31978,0.02
75,65,0.3,72.93907,74.55414,0.47,0.44,-1.61507,0.03
76,65,0.3,68.354,70.08707,0.48,0.36,-1.73307,0.12
77,65,0.3,70.55193,70.868546,0.31,0.39,-0.316616,-0.08
78,65,0.3,67.28026,75.80762,0.45,0.38,-8.52736,0.07
79,65,0.3,66.69113,70.92693,0.37,0.33,-4.2358,0.04
80,65,0.3,71.258934,68.975174,0.39,0.38,2.28376,0.01
81,65,0.3,70.95115,72.06515,0.47,0.37,-1.114,0.1
82,65,0.3,70.59886,74.44385,0.35,0.36,-3.84499,-0.01
83,65,0.3,65.738846,73.659615,0.43,0.35,-7.920769,0.08
84,65,0.3,61.86376,63.87686,0.11,0.43,-2.0131,-0.32
85,65,0.3,62.035843,67.5041,0.11,0.36,-5.468257,-0.25
86,65,0.3,61.78221,68.34671,0.11,0.27,-6.5645,-0.16
87,65,0.3,59.267456,67.35031,0.11,0.26,-8.082854,-0.15
88,65,0.3,64.69651,66.08319,0.11,0.31,-1.38668,-0.2
89,65,0.3,64.4491,65.981125,0.11,0.35,-1.532025,-0.24
90,65,0.3,60.359917,69.66647,0.11,0.29,-9.306553,-0.18
91,65,0.3,65.47885,65.31931,0.11,0.29,0.15954,-0.18
92,65,0.3,61.777313,70.47629,0.11,0.74,-8.698977,-0.63
93,65,0.3,60.686405,65.55406,0.11,0.12,-4.867655,-0.01
94,65,0.3,60.87409,65.08249,0.11,0.14,-4.2084,-0.03
95,65,0.3,62.167244,62.580162,0.11,0.15,-0.412918,-0.04
96,65,0.3,58.914604,67.946365,0.11,0.11,-9.031761,0
97,65,0.3,61.03765,66.37686,0.11,0.16,-5.33921,-0.05
98,65,0.3,61.191483,64.32483,0.11,0.24,-3.133347,-0.13
99,65,0.3,61.90778,65.348625,0.11,0.14,-3.440845,-0.03
100,65,0.3,64.00755,62.745583,0.11,0.11,1.261967,0
101,65,0.3,62.241474,63.04061,0.11,0.11,-0.799136,0
102,65,0.3,65.680115,62.9804,0.11,0.11,2.699715,0
103,65,0.3,63.972748,62.130535,0.11,0.14,1.842213,-0.03
104,65,0.3,61.919693,61.942368,0.11,0.13,-0.022675,-0.02
105,65,0.3,60.5105,65.26709,0.11,0.14,-4.75659,-0.03
106,65,0.3,60.600803,60.256126,0.11,0.11,0.344677,0
107,65,0.3,60.286167,63.207005,0.11,0.11,-2.920838,0
108,65,0.3,61.5589,62.884647,0.11,0.11,-1.325747,0
21,65,0.7,74.13365,71.53398,1.3,0.92,2.59967,0.38
22,65,0.7,72.710724,73.86696,1.29,0.91,-1.156236,0.38
23,65,0.7,72.36689,73.08465,1.1,0.93,-0.71776,0.17
24,65,0.7,74.59284,71.40109,1.09,0.93,3.19175,0.16
25,65,0.7,74.462265,72.01767,1.07,0.89,2.444595,0.18
26,65,0.7,72.55513,69.11081,0.98,0.9,3.44432,0.08
27,65,0.7,71.831955,72.963715,1,0.91,-1.13176,0.09
28,65,0.7,74.39621,72.89774,1.09,0.92,1.49847,0.17
29,65,0.7,73.64284,72.061264,1.23,0.88,1.581576,0.35
30,65,0.7,73.18437,74.56416,1.21,0.92,-1.37979,0.29
31,65,0.7,74.47475,75.17226,1,0.86,-0.69751,0.14
32,65,0.7,73.98243,75.75167,0.98,0.91,-1.76924,0.07
33,65,0.7,75.49325,75.05635,1.01,0.85,0.4369,0.16
34,65,0.7,77.000046,74.10763,1.17,0.88,2.892416,0.29
35,65,0.7,73.91284,74.04822,0.99,0.89,-0.13538,0.1
36,65,0.7,74.776024,74.61295,1.04,0.88,0.163074,0.16
37,65,0.7,75.37516,76.12065,0.92,0.86,-0.74549,0.06
38,65,0.7,74.21195,72.368385,1.02,0.83,1.843565,0.19
39,65,0.7,72.980286,72.42125,0.98,0.89,0.559036,0.09
40,65,0.7,77.52955,71.20831,1.03,0.85,6.32124,0.18
41,65,0.7,76.41311,74.51317,0.99,0.81,1.89994,0.18
42,65,0.7,71.56576,73.82948,0.93,0.79,-2.26372,0.14
43,65,0.7,77.020836,73.771225,1,0.81,3.249611,0.19
44,65,0.7,73.60856,76.052505,0.98,0.83,-2.443945,0.15
45,65,0.7,77.16494,71.766525,0.86,0.83,5.398415,0.03
46,65,0.7,74.30585,70.78335,0.85,0.82,3.5225,0.03
47,65,0.7,72.45547,73.411156,0.84,0.83,-0.955686,0.01
48,65,0.7,70.91769,73.92059,0.81,0.82,-3.0029,-0.01
49,65,0.7,75.1932,74.956406,0.88,0.76,0.236794,0.12
50,65,0.7,74.357925,75.942215,0.85,0.78,-1.58429,0.07
51,65,0.7,80.24487,75.848434,1.08,0.79,4.396436,0.29
52,65,0.7,81.14534,78.236145,0.98,0.78,2.909195,0.2
53,65,0.7,82.524055,74.984406,0.9,0.73,7.539649,0.17
54,65,0.7,78.39158,74.533676,0.87,0.77,3.857904,0.1
55,65,0.7,80.455536,74.39554,0.79,0.76,6.059996,0.03
56,65,0.7,77.64333,72.21201,0.79,0.75,5.43132,0.04
57,65,0.7,75.93304,74.49405,0.83,0.74,1.43899,0.09
58,65,0.7,71.62952,74.686356,0.84,0.8,-3.056836,0.04
59,65,0.7,69.78709,72.39208,0.91,0.77,-2.60499,0.14
60,65,0.7,71.147255,72.369545,0.85,0.75,-1.22229,0.1
61,65,0.7,77.491905,72.93452,0.87,0.75,4.557385,0.12
62,65,0.7,75.77581,71.367386,0.88,0.75,4.408424,0.13
63,65,0.7,77.10422,69.32922,0.85,0.69,7.775,0.16
64,65,0.7,77.157166,67.70099,0.84,0.77,9.456176,0.07
65,65,0.7,74.799225,66.847496,0.79,0.5,7.951729,0.29
66,65,0.7,72.85002,74.44758,0.85,0.69,-1.59756,0.16
67,65,0.7,76.219604,69.36187,0.86,0.79,6.857734,0.07
68,65,0.7,75.5013,63.357506,0.89,0.73,12.143794,0.16
69,65,0.7,70.72302,68.35215,0.83,0.61,2.37087,0.22
70,65,0.7,68.50949,67.4147,0.86,0.65,1.09479,0.21
71,65,0.7,72.92029,72.01554,0.85,0.77,0.90475,0.08
72,65,0.7,76.46289,71.96112,0.88,0.71,4.50177,0.17
73,65,0.7,79.168976,72.409584,0.51,0.67,6.759392,-0.16
74,65,0.7,77.71195,71.17909,0.86,0.74,6.53286,0.12
75,65,0.7,72.622406,74.965645,0.83,0.59,-2.343239,0.24
76,65,0.7,68.719955,70.53646,0.9,0.72,-1.816505,0.18
77,65,0.7,69.96019,71.133415,0.32,0.83,-1.173225,-0.51
78,65,0.7,67.22189,75.8983,0.57,0.52,-8.67641,0.05
79,65,0.7,66.867935,70.485695,0.37,0.29,-3.61776,0.08
80,65,0.7,71.62205,68.575195,0.38,0.81,3.046855,-0.43
81,65,0.7,71.180695,72.08683,0.86,0.65,-0.906135,0.21
82,65,0.7,70.08217,74.72644,0.37,0.78,-4.64427,-0.41
83,65,0.7,65.61661,73.94198,0.23,0.73,-8.32537,-0.5
84,65,0.7,63.135956,63.80311,0.11,0.48,-0.667154,-0.37
85,65,0.7,62.815224,68.40645,0.11,0.46,-5.591226,-0.35
86,65,0.7,64.085175,68.25911,0.11,0.27,-4.173935,-0.16
87,65,0.7,59.415348,67.22276,0.11,0.27,-7.807412,-0.16
88,65,0.7,65.00084,65.551765,0.11,0.31,-0.550925,-0.2
89,65,0.7,64.46047,66.23439,0.11,0.35,-1.77392,-0.24
90,65,0.7,60.388134,69.48958,0.11,0.3,-9.101446,-0.19
91,65,0.7,64.919205,65.71964,0.11,0.29,-0.800435,-0.18
92,65,0.7,63.16015,70.67098,0.11,0.74,-7.51083,-0.63
93,65,0.7,60.02379,64.80489,0.11,0.12,-4.7811,-0.01
94,65,0.7,59.240807,64.4389,0.11,0.14,-5.198093,-0.03
95,65,0.7,61.9432,65.65562,0.11,0.14,-3.71242,-0.03
96,65,0.7,60.73697,67.7142,0.11,0.11,-6.97723,0
97,65,0.7,59.685,66.01952,0.11,0.16,-6.33452,-0.05
98,65,0.7,62.41637,64.13552,0.11,0.24,-1.71915,-0.13
99,65,0.7,62.637352,65.03426,0.11,0.14,-2.396908,-0.03
100,65,0.7,65.83222,62.588387,0.11,0.11,3.243833,0
101,65,0.7,61.99187,62.63736,0.11,0.11,-0.64549,0
102,65,0.7,64.933426,62.329365,0.11,0.11,2.604061,0
103,65,0.7,63.293148,61.96047,0.11,0.14,1.332678,-0.03
104,65,0.7,62.082962,61.670113,0.11,0.13,0.412849,-0.02
105,65,0.7,60.404522,65.542404,0.11,0.14,-5.137882,-0.03
106,65,0.7,62.6974,61.103603,0.11,0.11,1.593797,0
107,65,0.7,60.58704,63.149025,0.11,0.11,-2.561985,0
108,65,0.7,60.353127,63.4759,0.11,0.11,-3.122773,0
21,65,1,73.99025,71.91016,1.41,1.16,2.08009,0.25
22,65,1,72.92239,72.81575,1.5,1.21,0.10664,0.29
23,65,1,72.39896,73.50512,1.33,1.16,-1.10616,0.17
24,65,1,75.42672,71.52501,1.25,1.2,3.90171,0.05
25,65,1,74.12223,72.00968,1.3,1.19,2.11255,0.11
26,65,1,72.644585,68.237595,1.23,1.18,4.40699,0.05
27,65,1,71.872604,72.92364,1.26,1.16,-1.051036,0.1
28,65,1,74.304474,73.04678,1.39,1.16,1.257694,0.23
29,65,1,72.94054,72.3728,1.45,1.16,0.56774,0.29
30,65,1,73.50337,74.78668,1.34,1.15,-1.28331,0.19
31,65,1,74.714264,75.8089,1.31,1.12,-1.094636,0.19
32,65,1,74.246925,75.948975,1.23,1.19,-1.70205,0.04
33,65,1,75.912506,74.84549,1.24,1.12,1.067016,0.12
34,65,1,76.679344,74.24036,1.21,1.14,2.438984,0.07
35,65,1,74.03768,74.13084,1.27,1.16,-0.09316,0.11
36,65,1,74.32568,74.22039,1.28,1.13,0.10529,0.15
37,65,1,74.42557,75.9249,1.22,1.16,-1.49933,0.06
38,65,1,74.52469,72.53226,1.3,1.12,1.99243,0.18
39,65,1,72.51375,72.54491,1.2,1.15,-0.03116,0.05
40,65,1,77.4814,72.57714,1.24,1.13,4.90426,0.11
41,65,1,76.2801,74.58474,1.38,1.05,1.69536,0.33
42,65,1,72.151566,73.95215,1.21,1.06,-1.800584,0.15
43,65,1,77.36954,75.17027,1.28,1.06,2.19927,0.22
44,65,1,73.62326,76.069855,1.16,1.09,-2.446595,0.07
45,65,1,77.36062,74.678055,1.13,1.09,2.682565,0.04
46,65,1,74.476364,72.475945,1.14,1.09,2.000419,0.05
47,65,1,72.58284,75.26326,1.16,1.1,-2.68042,0.06
48,65,1,70.85645,74.22072,1.1,1.08,-3.36427,0.02
49,65,1,74.99321,75.997284,1.12,1.04,-1.004074,0.08
50,65,1,73.1202,75.77241,1.15,1.07,-2.65221,0.08
51,65,1,80.208534,75.75369,1.33,1.05,4.454844,0.28
52,65,1,81.17517,78.402405,1.13,1.03,2.772765,0.1
53,65,1,82.440636,73.908264,1.23,1.02,8.532372,0.21
54,65,1,78.43808,74.69815,1.17,1.05,3.73993,0.12
55,65,1,80.39733,74.836624,1.1,1.02,5.560706,0.08
56,65,1,77.55356,73.88556,1.09,1.05,3.668,0.04
57,65,1,76.859856,75.09158,1.13,1.03,1.768276,0.1
58,65,1,72.02353,76.44533,1.12,1.05,-4.4218,0.07
59,65,1,70.29805,72.24371,1.18,1.05,-1.94566,0.13
60,65,1,71.48096,71.816505,1.14,1.05,-0.335545,0.09
61,65,1,77.16268,73.06793,1.16,1.03,4.09475,0.13
62,65,1,75.19575,71.05114,1.18,1.01,4.14461,0.17
63,65,1,77.28561,69.522644,1.15,0.69,7.762966,0.46
64,65,1,76.98569,67.328964,1.14,1.03,9.656726,0.11
65,65,1,74.64804,66.49689,1.09,0.5,8.15115,0.59
66,65,1,71.80385,74.52536,1.15,0.7,-2.72151,0.45
67,65,1,76.21925,69.204605,1.15,1.11,7.014645,0.04
68,65,1,75.81456,65.42689,1.2,0.81,10.38767,0.39
69,65,1,70.846725,69.1582,1.13,0.62,1.688525,0.51
70,65,1,69.03563,66.98626,1.03,0.65,2.04937,0.38
71,65,1,72.75192,73.456314,1.17,1.05,-0.704394,0.12
72,65,1,75.83838,72.602425,1.17,0.79,3.235955,0.38
73,65,1,78.792175,73.82897,0.52,0.68,4.963205,-0.16
74,65,1,77.63566,73.39195,1.17,1.02,4.24371,0.15
75,65,1,72.88345,77.01078,0.92,0.58,-4.12733,0.34
76,65,1,67.96482,70.974014,1.02,1.04,-3.009194,-0.02
77,65,1,71.25837,74.15798,0.31,1.14,-2.89961,-0.83
78,65,1,67.067566,75.78984,0.57,0.52,-8.722274,0.05
79,65,1,66.839325,72.65621,0.37,0.29,-5.816885,0.08
80,65,1,71.43397,70.2014,0.39,0.87,1.23257,-0.48
81,65,1,71.26913,74.993256,1.15,0.65,-3.724126,0.5
82,65,1,69.67326,74.71652,0.36,1.07,-5.04326,-0.71
83,65,1,65.30949,77.22839,0.23,1.03,-11.9189,-0.8
84,65,1,63.24405,65.976944,0.11,0.47,-2.732894,-0.36
85,65,1,62.05443,70.4716,0.11,0.45,-8.41717,-0.34
86,65,1,61.43092,69.48662,0.11,0.27,-8.0557,-0.16
87,65,1,60.228333,67.56227,0.11,0.27,-7.333937,-0.16
88,65,1,65.48654,65.86591,0.11,0.3,-0.37937,-0.19
89,65,1,64.05774,66.19791,0.11,0.35,-2.14017,-0.24
90,65,1,60.500324,69.311386,0.11,0.31,-8.811062,-0.2
91,65,1,63.992596,68.80524,0.11,0.29,-4.812644,-0.18
92,65,1,62.292515,72.58073,0.11,0.74,-10.288215,-0.63
93,65,1,59.635986,66.59149,0.11,0.12,-6.955504,-0.01
94,65,1,58.390022,67.2048,0.11,0.14,-8.814778,-0.03
95,65,1,62.321457,67.29412,0.11,0.14,-4.972663,-0.03
96,65,1,60.82364,69.48654,0.11,0.11,-8.6629,0
97,65,1,60.11933,66.553406,0.11,0.16,-6.434076,-0.05
98,65,1,62.165215,64.798355,0.11,0.24,-2.63314,-0.13
99,65,1,62.441624,66.30252,0.11,0.14,-3.860896,-0.03
100,65,1,65.13518,64.8179,0.11,0.11,0.31728,0
101,65,1,61.985928,63.63656,0.11,0.11,-1.650632,0
102,65,1,62.418503,64.85649,0.11,0.11,-2.437987,0
103,65,1,63.304794,64.8174,0.11,0.14,-1.512606,-0.03
104,65,1,62.90367,63.187576,0.11,0.13,-0.283906,-0.02
105,65,1,61.3013,66.78288,0.11,0.14,-5.48158,-0.03
106,65,1,60.773247,64.10717,0.11,0.11,-3.333923,0
107,65,1,60.355675,65.70408,0.11,0.11,-5.348405,0
108,65,1,62.988655,65.224365,0.11,0.11,-2.23571,0
21,73,0.1,75.60754,73.007996,0.85,0.45,2.599544,0.4
22,73,0.1,75.12653,74.82518,0.92,0.45,0.30135,0.47
23,73,0.1,74.03756,74.39278,0.59,0.44,-0.35522,0.15
24,73,0.1,75.55571,73.65671,0.54,0.38,1.899,0.16
25,73,0.1,76.1199,74.43257,0.61,0.39,1.68733,0.22
26,73,0.1,73.13546,70.76667,0.52,0.41,2.36879,0.11
27,73,0.1,74.51198,75.03691,0.56,0.37,-0.52493,0.19
28,73,0.1,75.63982,74.45044,0.65,0.4,1.18938,0.25
29,73,0.1,74.114265,74.229996,0.7,0.39,-0.115731,0.31
30,73,0.1,73.833145,76.27696,0.67,0.39,-2.443815,0.28
31,73,0.1,74.23377,76.531296,0.56,0.4,-2.297526,0.16
32,73,0.1,75.68996,77.25157,0.52,0.39,-1.56161,0.13
33,73,0.1,76.92052,77.25912,0.69,0.4,-0.3386,0.29
34,73,0.1,78.96635,75.73853,0.71,0.43,3.22782,0.28
35,73,0.1,74.64102,75.45546,0.58,0.34,-0.81444,0.24
36,73,0.1,75.87226,76.45203,0.6,0.37,-0.57977,0.23
37,73,0.1,75.61023,76.93733,0.42,0.39,-1.3271,0.03
38,73,0.1,77.39232,74.3881,0.63,0.35,3.00422,0.28
39,73,0.1,74.94205,72.32649,0.52,0.37,2.61556,0.15
40,73,0.1,80.050766,72.835144,0.82,0.35,7.215622,0.47
41,73,0.1,77.23857,76.7464,0.73,0.36,0.49217,0.37
42,73,0.1,73.73316,76.012405,0.78,0.35,-2.279245,0.43
43,73,0.1,78.33693,75.58775,0.49,0.34,2.74918,0.15
44,73,0.1,75.24444,76.85756,0.62,0.31,-1.61312,0.31
45,73,0.1,79.06915,73.73833,0.58,0.34,5.33082,0.24
46,73,0.1,76.270905,71.980255,0.47,0.32,4.29065,0.15
47,73,0.1,73.326584,75.38815,0.36,0.34,-2.061566,0.02
48,73,0.1,73.14145,75.27342,0.34,0.3,-2.13197,0.04
49,73,0.1,78.45683,76.77308,0.39,0.35,1.68375,0.04
50,73,0.1,74.53889,76.78151,0.33,0.31,-2.24262,0.02
51,73,0.1,83.22005,77.77994,0.62,0.3,5.44011,0.32
52,73,0.1,82.48501,78.60392,0.38,0.34,3.88109,0.04
53,73,0.1,84.18196,76.34554,0.35,0.25,7.83642,0.1
54,73,0.1,80.63337,74.57461,0.36,0.32,6.05876,0.04
55,73,0.1,81.597916,75.763435,0.42,0.33,5.834481,0.09
56,73,0.1,80.28717,76.11012,0.36,0.34,4.17705,0.02
57,73,0.1,77.491165,76.234085,0.34,0.25,1.25708,0.09
58,73,0.1,73.948425,75.22153,0.39,0.3,-1.273105,0.09
59,73,0.1,71.572296,73.97684,0.41,0.26,-2.404544,0.15
60,73,0.1,75.110855,73.76542,0.33,0.33,1.345435,0
61,73,0.1,78.93697,75.27006,0.4,0.3,3.66691,0.1
62,73,0.1,77.51188,72.02631,0.37,0.27,5.48557,0.1
63,73,0.1,79.64116,71.10898,0.5,0.27,8.53218,0.23
64,73,0.1,78.694275,69.364395,0.32,0.26,9.32988,0.06
65,73,0.1,76.14943,72.4948,0.39,0.29,3.65463,0.1
66,73,0.1,74.44101,77.09472,0.35,0.36,-2.65371,-0.01
67,73,0.1,76.93406,71.65256,0.32,0.36,5.2815,-0.04
68,73,0.1,77.55494,66.37488,0.35,0.25,11.18006,0.1
69,73,0.1,73.32736,71.445274,0.34,0.28,1.882086,0.06
70,73,0.1,71.896454,70.46863,0.33,0.27,1.427824,0.06
71,73,0.1,75.320465,75.39803,0.36,0.4,-0.077565,-0.04
72,73,0.1,79.237045,74.3954,0.4,0.33,4.841645,0.07
73,73,0.1,80.75517,74.76628,0.31,0.31,5.98889,0
74,73,0.1,80.80466,73.00801,0.38,0.32,7.79665,0.06
75,73,0.1,74.82655,76.90302,0.33,0.37,-2.07647,-0.04
76,73,0.1,71.884384,71.88515,0.36,0.33,-0.000766,0.03
77,73,0.1,73.287224,74.22985,0.36,0.25,-0.942626,0.11
78,73,0.1,70.01433,77.816956,0.32,0.26,-7.802626,0.06
79,73,0.1,68.71182,72.45221,0.34,0.27,-3.74039,0.07
80,73,0.1,75.299774,70.52823,0.33,0.28,4.771544,0.05
81,73,0.1,72.38191,78.466354,0.35,0.35,-6.084444,0
82,73,0.1,72.614075,77.22873,0.32,0.18,-4.614655,0.14
83,73,0.1,68.598694,76.403915,0.33,0.31,-7.805221,0.02
84,73,0.1,65.179794,66.41274,0.11,0.32,-1.232946,-0.21
85,73,0.1,64.043076,70.56235,0.11,0.3,-6.519274,-0.19
86,73,0.1,66.75521,70.92816,0.11,0.21,-4.17295,-0.1
87,73,0.1,64.70108,68.97642,0.11,0.24,-4.27534,-0.13
88,73,0.1,67.50727,67.28276,0.11,0.2,0.22451,-0.09
